crime_id,timestamp,date,time,year,month,day_of_week,hour,crime_type,ipc_bns_section,severity_score,district,police_station,location_name,location_type,latitude,longitude,weapon_used,investigation_status
DL-2020-008164,2020-02-07 22:33:35,2020-02-07,22:33,2020,2,Friday,22,Robbery,IPC Sec 392 / 397,5,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.798984,77.035265,Yes,Untraced
DL-2020-005441,2020-02-08 09:32:47,2020-02-08,09:32,2020,2,Saturday,9,Snatching,IPC Sec 356 / 379,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.574095,77.251456,No,Under Investigation
DL-2020-001121,2020-02-08 17:11:08,2020-02-08,17:11,2020,2,Saturday,17,Snatching,IPC Sec 356 / 379,3,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.617114,77.058268,No,Chargesheet Filed
DL-2020-024969,2020-02-08 19:06:24,2020-02-08,19:06,2020,2,Saturday,19,Pickpocketing / Theft,IPC Sec 379,1,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.525285,77.218507,No,Untraced
DL-2020-008349,2020-02-08 21:36:27,2020-02-08,21:36,2020,2,Saturday,21,Motor Vehicle Theft,IPC Sec 379,2,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.684262,77.269582,No,Under Investigation
DL-2020-005201,2020-02-08 22:11:13,2020-02-08,22:11,2020,2,Saturday,22,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.561235,77.184024,No,Under Investigation
DL-2020-012858,2020-02-08 23:05:47,2020-02-08,23:05,2020,2,Saturday,23,Motor Vehicle Theft,IPC Sec 379,2,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.639328,77.213285,No,Under Investigation
DL-2020-029365,2020-02-09 01:03:19,2020-02-09,01:03,2020,2,Sunday,1,Motor Vehicle Theft,IPC Sec 379,2,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.651067,77.307876,No,Under Investigation
DL-2020-025388,2020-02-09 03:38:09,2020-02-09,03:38,2020,2,Sunday,3,Burglary,IPC Sec 380 / 457,3,North,North Sector PS,"General Sector Road, North",Roadside / Highway,28.513057,77.032708,No,Under Investigation
DL-2020-011434,2020-02-09 04:34:31,2020-02-09,04:34,2020,2,Sunday,4,Pickpocketing / Theft,IPC Sec 379,1,New Delhi,New Delhi Sector PS,"General Sector Road, New Delhi",Near Market,28.510939,77.15537,No,Untraced
DL-2020-014572,2020-02-09 05:31:14,2020-02-09,05:31,2020,2,Sunday,5,Motor Vehicle Theft,IPC Sec 379,2,East,East Sector PS,"General Sector Road, East",Residential Colony,28.585616,77.31788,No,Untraced
DL-2020-016796,2020-02-09 16:15:18,2020-02-09,16:15,2020,2,Sunday,16,Snatching,IPC Sec 356 / 379,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Residential Colony,28.833385,77.044372,No,Under Investigation
DL-2020-026999,2020-02-09 21:59:11,2020-02-09,21:59,2020,2,Sunday,21,Robbery,IPC Sec 392 / 397,5,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.630547,77.321951,Yes,Chargesheet Filed
DL-2020-016593,2020-02-10 00:11:49,2020-02-10,00:11,2020,2,Monday,0,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.660752,77.183333,No,Chargesheet Filed
DL-2020-017009,2020-02-10 01:30:21,2020-02-10,01:30,2020,2,Monday,1,Motor Vehicle Theft,IPC Sec 379,2,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.63835,77.318719,No,Convicted
DL-2020-001879,2020-02-10 01:34:32,2020-02-10,01:34,2020,2,Monday,1,Motor Vehicle Theft,IPC Sec 379,2,North East,North East Sector PS,"General Sector Road, North East",Residential Colony,28.598957,76.99228,No,Untraced
DL-2020-006349,2020-02-10 03:53:11,2020-02-10,03:53,2020,2,Monday,3,Assault / Hurt,IPC Sec 323 / 325,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.528468,77.275598,No,Under Investigation
DL-2020-034939,2020-02-10 19:25:56,2020-02-10,19:25,2020,2,Monday,19,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.646251,77.190565,No,Chargesheet Filed
DL-2020-003583,2020-02-10 21:49:39,2020-02-10,21:49,2020,2,Monday,21,Pickpocketing / Theft,IPC Sec 379,1,New Delhi,New Delhi Sector PS,"General Sector Road, New Delhi",Near Market,28.626525,77.296226,No,Chargesheet Filed
DL-2020-014466,2020-02-10 22:59:30,2020-02-10,22:59,2020,2,Monday,22,Pickpocketing / Theft,IPC Sec 379,1,Outer North,Outer North Sector PS,"General Sector Road, Outer North",Roadside / Highway,28.824274,76.928171,No,Untraced
DL-2020-020356,2020-02-11 03:45:55,2020-02-11,03:45,2020,2,Tuesday,3,Motor Vehicle Theft,IPC Sec 379,2,West,West Sector PS,"General Sector Road, West",Public Park / Open Ground,28.701387,77.246752,No,Chargesheet Filed
DL-2020-012792,2020-02-11 07:19:10,2020-02-11,07:19,2020,2,Tuesday,7,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.523181,77.227005,No,Chargesheet Filed
DL-2020-008693,2020-02-11 12:36:01,2020-02-11,12:36,2020,2,Tuesday,12,Snatching,IPC Sec 356 / 379,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.561235,77.23673,Yes,Chargesheet Filed
DL-2020-030047,2020-02-11 18:15:03,2020-02-11,18:15,2020,2,Tuesday,18,Motor Vehicle Theft,IPC Sec 379,2,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.667412,77.278436,No,Chargesheet Filed
DL-2020-005658,2020-02-11 18:56:16,2020-02-11,18:56,2020,2,Tuesday,18,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.800108,77.03876,No,Untraced
DL-2020-020527,2020-02-11 19:00:20,2020-02-11,19:00,2020,2,Tuesday,19,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.622214,77.055254,No,Untraced
DL-2020-017339,2020-02-12 01:06:51,2020-02-12,01:06,2020,2,Wednesday,1,Snatching,IPC Sec 356 / 379,3,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.660671,77.269549,No,Under Investigation
DL-2020-023453,2020-02-12 01:08:06,2020-02-12,01:08,2020,2,Wednesday,1,Motor Vehicle Theft,IPC Sec 379,2,South,South Sector PS,"General Sector Road, South",Residential Colony,28.576052,76.964819,No,Chargesheet Filed
DL-2020-026228,2020-02-12 04:51:26,2020-02-12,04:51,2020,2,Wednesday,4,Motor Vehicle Theft,IPC Sec 379,2,Central,Central Sector PS,"General Sector Road, Central",Near Market,28.732189,76.990398,No,Chargesheet Filed
DL-2020-008713,2020-02-12 05:03:22,2020-02-12,05:03,2020,2,Wednesday,5,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Public Park / Open Ground,28.808964,77.232885,No,Under Investigation
DL-2020-008835,2020-02-12 05:10:16,2020-02-12,05:10,2020,2,Wednesday,5,Burglary,IPC Sec 380 / 457,3,North East,North East Sector PS,"General Sector Road, North East",Roadside / Highway,28.713732,77.22726,No,Chargesheet Filed
DL-2020-029605,2020-02-12 08:50:05,2020-02-12,08:50,2020,2,Wednesday,8,Motor Vehicle Theft,IPC Sec 379,2,North,North Sector PS,"General Sector Road, North",Public Park / Open Ground,28.746755,77.272225,No,Untraced
DL-2020-000721,2020-02-12 10:26:09,2020-02-12,10:26,2020,2,Wednesday,10,Pickpocketing / Theft,IPC Sec 379,1,Central,Central Sector PS,"General Sector Road, Central",Public Park / Open Ground,28.686346,77.289727,No,Chargesheet Filed
DL-2020-010413,2020-02-12 12:29:35,2020-02-12,12:29,2020,2,Wednesday,12,Burglary,IPC Sec 380 / 457,3,North East,North East Sector PS,"General Sector Road, North East",Near Market,28.708011,76.963,No,Chargesheet Filed
DL-2020-025069,2020-02-12 12:52:55,2020-02-12,12:52,2020,2,Wednesday,12,Burglary,IPC Sec 380 / 457,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.716224,77.117466,No,Chargesheet Filed
DL-2020-004519,2020-02-12 13:14:39,2020-02-12,13:14,2020,2,Wednesday,13,Burglary,IPC Sec 380 / 457,3,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.845874,77.085332,No,Chargesheet Filed
DL-2020-013935,2020-02-12 20:17:57,2020-02-12,20:17,2020,2,Wednesday,20,Motor Vehicle Theft,IPC Sec 379,2,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.672988,77.272759,No,Convicted
DL-2020-003208,2020-02-12 21:56:35,2020-02-12,21:56,2020,2,Wednesday,21,Eve Teasing / Harassment,IPC Sec 354 / 509,3,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.636126,77.218438,No,Under Investigation
DL-2020-010708,2020-02-13 00:05:08,2020-02-13,00:05,2020,2,Thursday,0,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Outer North Sector PS,"General Sector Road, Outer North",Roadside / Highway,28.669666,76.941156,No,Under Investigation
DL-2020-015980,2020-02-13 08:46:21,2020-02-13,08:46,2020,2,Thursday,8,Snatching,IPC Sec 356 / 379,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.647801,77.317512,No,Chargesheet Filed
DL-2020-023087,2020-02-13 09:42:59,2020-02-13,09:42,2020,2,Thursday,9,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.524793,77.216981,No,Chargesheet Filed
DL-2020-005673,2020-02-13 11:14:40,2020-02-13,11:14,2020,2,Thursday,11,Snatching,IPC Sec 356 / 379,3,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.657042,77.234552,No,Chargesheet Filed
DL-2020-018723,2020-02-13 14:45:42,2020-02-13,14:45,2020,2,Thursday,14,Burglary,IPC Sec 380 / 457,3,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.845497,77.095719,No,Chargesheet Filed
DL-2020-001932,2020-02-13 18:57:40,2020-02-13,18:57,2020,2,Thursday,18,Eve Teasing / Harassment,IPC Sec 354 / 509,3,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.57568,77.202452,No,Untraced
DL-2020-010706,2020-02-13 19:09:14,2020-02-13,19:09,2020,2,Thursday,19,Assault / Hurt,IPC Sec 323 / 325,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.678867,77.084367,Yes,Under Investigation
DL-2020-030019,2020-02-13 19:36:03,2020-02-13,19:36,2020,2,Thursday,19,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.654212,77.233976,No,Under Investigation
DL-2020-022571,2020-02-13 22:00:01,2020-02-13,22:00,2020,2,Thursday,22,Robbery,IPC Sec 392 / 397,5,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.811926,77.030553,Yes,Under Investigation
DL-2020-024538,2020-02-13 22:19:16,2020-02-13,22:19,2020,2,Thursday,22,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.668674,77.284607,No,Chargesheet Filed
DL-2020-023044,2020-02-14 04:00:32,2020-02-14,04:00,2020,2,Friday,4,Snatching,IPC Sec 356 / 379,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.651767,77.324032,No,Convicted
DL-2020-032682,2020-02-14 06:07:31,2020-02-14,06:07,2020,2,Friday,6,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.555867,77.062147,No,Convicted
DL-2020-017711,2020-02-14 06:42:14,2020-02-14,06:42,2020,2,Friday,6,Snatching,IPC Sec 356 / 379,3,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.662518,77.224337,No,Under Investigation
DL-2020-031534,2020-02-14 07:23:36,2020-02-14,07:23,2020,2,Friday,7,Burglary,IPC Sec 380 / 457,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.716312,77.10317,No,Chargesheet Filed
DL-2020-027409,2020-02-14 10:41:05,2020-02-14,10:41,2020,2,Friday,10,Burglary,IPC Sec 380 / 457,3,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.556446,77.057202,No,Under Investigation
DL-2020-007924,2020-02-14 13:52:04,2020-02-14,13:52,2020,2,Friday,13,Pickpocketing / Theft,IPC Sec 379,1,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.567301,77.231581,No,Under Investigation
DL-2020-033454,2020-02-14 18:08:49,2020-02-14,18:08,2020,2,Friday,18,Snatching,IPC Sec 356 / 379,3,North East,North East Sector PS,"General Sector Road, North East",Roadside / Highway,28.559029,77.258717,No,Chargesheet Filed
DL-2020-029930,2020-02-14 18:16:05,2020-02-14,18:16,2020,2,Friday,18,Pickpocketing / Theft,IPC Sec 379,1,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.626063,77.209452,No,Chargesheet Filed
DL-2020-025998,2020-02-14 20:00:08,2020-02-14,20:00,2020,2,Friday,20,Snatching,IPC Sec 356 / 379,3,South East,South East Sector PS,"General Sector Road, South East",Roadside / Highway,28.527085,76.927045,Yes,Chargesheet Filed
DL-2020-009790,2020-02-14 20:03:09,2020-02-14,20:03,2020,2,Friday,20,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.583548,77.202113,No,Chargesheet Filed
DL-2020-022816,2020-02-15 00:14:06,2020-02-15,00:14,2020,2,Saturday,0,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.550041,77.058727,No,Chargesheet Filed
DL-2020-017498,2020-02-15 01:50:37,2020-02-15,01:50,2020,2,Saturday,1,Motor Vehicle Theft,IPC Sec 379,2,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.850041,77.096489,No,Chargesheet Filed
DL-2020-018758,2020-02-15 03:59:33,2020-02-15,03:59,2020,2,Saturday,3,Robbery,IPC Sec 392 / 397,5,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.525807,77.272398,Yes,Chargesheet Filed
DL-2020-019478,2020-02-15 11:59:12,2020-02-15,11:59,2020,2,Saturday,11,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.622006,77.062702,No,Chargesheet Filed
DL-2020-014745,2020-02-15 13:13:08,2020-02-15,13:13,2020,2,Saturday,13,Assault / Hurt,IPC Sec 323 / 325,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.687149,77.267116,No,Chargesheet Filed
DL-2020-017127,2020-02-15 13:42:05,2020-02-15,13:42,2020,2,Saturday,13,Cyber Crime,IT Act Sec 66D / IPC 420,2,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.614026,77.078249,No,Under Investigation
DL-2020-023600,2020-02-15 16:05:02,2020-02-15,16:05,2020,2,Saturday,16,Assault / Hurt,IPC Sec 323 / 325,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.804652,77.035741,No,Chargesheet Filed
DL-2020-004897,2020-02-15 16:09:29,2020-02-15,16:09,2020,2,Saturday,16,Motor Vehicle Theft,IPC Sec 379,2,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.656886,77.236428,No,Convicted
DL-2020-020052,2020-02-15 17:44:39,2020-02-15,17:44,2020,2,Saturday,17,Snatching,IPC Sec 356 / 379,3,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.618492,77.065993,No,Chargesheet Filed
DL-2020-031015,2020-02-16 00:00:39,2020-02-16,00:00,2020,2,Sunday,0,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.5351,77.224407,No,Chargesheet Filed
DL-2020-019720,2020-02-16 00:18:05,2020-02-16,00:18,2020,2,Sunday,0,Motor Vehicle Theft,IPC Sec 379,2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.523608,77.217001,No,Under Investigation
DL-2020-020301,2020-02-16 01:30:46,2020-02-16,01:30,2020,2,Sunday,1,Motor Vehicle Theft,IPC Sec 379,2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.559845,77.059371,No,Under Investigation
DL-2020-006576,2020-02-16 03:56:40,2020-02-16,03:56,2020,2,Sunday,3,Robbery,IPC Sec 392 / 397,5,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.65218,77.308749,Yes,Under Investigation
DL-2020-028735,2020-02-16 22:15:02,2020-02-16,22:15,2020,2,Sunday,22,Assault / Hurt,IPC Sec 323 / 325,3,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.685628,77.070443,No,Under Investigation
DL-2020-028249,2020-02-17 00:04:37,2020-02-17,00:04,2020,2,Monday,0,Robbery,IPC Sec 392 / 397,5,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.804124,77.032537,Yes,Untraced
DL-2020-010314,2020-02-17 03:22:15,2020-02-17,03:22,2020,2,Monday,3,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.669871,77.284928,No,Untraced
DL-2020-023921,2020-02-17 21:42:37,2020-02-17,21:42,2020,2,Monday,21,Eve Teasing / Harassment,IPC Sec 354 / 509,3,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.551204,77.192658,No,Under Investigation
DL-2020-004741,2020-02-17 23:08:10,2020-02-17,23:08,2020,2,Monday,23,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.659815,77.188676,No,Chargesheet Filed
DL-2020-029812,2020-02-18 02:22:13,2020-02-18,02:22,2020,2,Tuesday,2,Robbery,IPC Sec 392 / 397,5,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.664681,77.283327,Yes,Under Investigation
DL-2020-013206,2020-02-18 02:33:11,2020-02-18,02:33,2020,2,Tuesday,2,Motor Vehicle Theft,IPC Sec 379,2,South East,South East Sector PS,"General Sector Road, South East",Roadside / Highway,28.725734,76.92806,No,Chargesheet Filed
DL-2020-025493,2020-02-18 02:49:50,2020-02-18,02:49,2020,2,Tuesday,2,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.667524,77.273262,No,Chargesheet Filed
DL-2020-008765,2020-02-18 18:24:51,2020-02-18,18:24,2020,2,Tuesday,18,Motor Vehicle Theft,IPC Sec 379,2,South West,South West Sector PS,"General Sector Road, South West",Roadside / Highway,28.639015,77.063138,No,Chargesheet Filed
DL-2020-008787,2020-02-18 18:55:38,2020-02-18,18:55,2020,2,Tuesday,18,Burglary,IPC Sec 380 / 457,3,North,North Sector PS,"General Sector Road, North",Residential Colony,28.566757,76.924692,No,Chargesheet Filed
DL-2020-021881,2020-02-18 20:44:31,2020-02-18,20:44,2020,2,Tuesday,20,Assault / Hurt,IPC Sec 323 / 325,4,North,North Sector PS,"General Sector Road, North",Residential Colony,28.585522,76.967348,Yes,Under Investigation
DL-2020-012255,2020-02-19 10:30:51,2020-02-19,10:30,2020,2,Wednesday,10,Snatching,IPC Sec 356 / 379,3,South,South Sector PS,"General Sector Road, South",Public Park / Open Ground,28.616761,77.314928,No,Convicted
DL-2020-022512,2020-02-19 17:21:05,2020-02-19,17:21,2020,2,Wednesday,17,Snatching,IPC Sec 356 / 379,3,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.562483,77.197276,No,Under Investigation
DL-2020-030177,2020-02-19 17:52:20,2020-02-19,17:52,2020,2,Wednesday,17,Motor Vehicle Theft,IPC Sec 379,2,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.556522,77.193068,No,Chargesheet Filed
DL-2020-015265,2020-02-19 20:11:17,2020-02-19,20:11,2020,2,Wednesday,20,Robbery,IPC Sec 392 / 397,5,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.625679,77.321693,Yes,Chargesheet Filed
DL-2020-026959,2020-02-19 20:58:08,2020-02-19,20:58,2020,2,Wednesday,20,Snatching,IPC Sec 356 / 379,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.697869,77.264891,No,Untraced
DL-2020-015972,2020-02-19 22:11:35,2020-02-19,22:11,2020,2,Wednesday,22,Robbery,IPC Sec 392 / 397,4,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.687702,77.274293,No,Under Investigation
DL-2020-011013,2020-02-20 09:27:34,2020-02-20,09:27,2020,2,Thursday,9,Pickpocketing / Theft,IPC Sec 379,1,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.525818,77.219177,No,Chargesheet Filed
DL-2020-018918,2020-02-20 15:56:31,2020-02-20,15:56,2020,2,Thursday,15,Pickpocketing / Theft,IPC Sec 379,1,Shahdara,Shahdara Sector PS,"General Sector Road, Shahdara",Near Market,28.564902,77.219617,No,Chargesheet Filed
DL-2020-029387,2020-02-20 21:30:33,2020-02-20,21:30,2020,2,Thursday,21,Snatching,IPC Sec 356 / 379,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.700477,77.103534,No,Under Investigation
DL-2020-025279,2020-02-20 23:55:49,2020-02-20,23:55,2020,2,Thursday,23,Pickpocketing / Theft,IPC Sec 379,1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.564214,77.20103,No,Under Investigation
DL-2020-019588,2020-02-21 00:54:57,2020-02-21,00:54,2020,2,Friday,0,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.647933,77.188496,No,Untraced
DL-2020-005388,2020-02-21 01:29:57,2020-02-21,01:29,2020,2,Friday,1,Motor Vehicle Theft,IPC Sec 379,2,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.631505,77.332343,No,Chargesheet Filed
DL-2020-026880,2020-02-21 02:05:07,2020-02-21,02:05,2020,2,Friday,2,Motor Vehicle Theft,IPC Sec 379,2,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.708587,77.116377,No,Under Investigation
DL-2020-012494,2020-02-21 22:40:40,2020-02-21,22:40,2020,2,Friday,22,Motor Vehicle Theft,IPC Sec 379,2,Shahdara,Shahdara Sector PS,"General Sector Road, Shahdara",Roadside / Highway,28.48932,77.033057,No,Under Investigation
DL-2020-001183,2020-02-21 23:00:27,2020-02-21,23:00,2020,2,Friday,23,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.656655,77.22749,No,Chargesheet Filed
DL-2020-023414,2020-02-21 23:41:56,2020-02-21,23:41,2020,2,Friday,23,Motor Vehicle Theft,IPC Sec 379,2,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.711617,77.112076,No,Under Investigation
DL-2020-025465,2020-02-22 01:18:23,2020-02-22,01:18,2020,2,Saturday,1,Motor Vehicle Theft,IPC Sec 379,2,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.647699,77.319984,No,Chargesheet Filed
DL-2020-002087,2020-02-22 03:00:01,2020-02-22,03:00,2020,2,Saturday,3,Motor Vehicle Theft,IPC Sec 379,2,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.640545,77.081856,No,Chargesheet Filed
DL-2020-026278,2020-02-22 04:46:08,2020-02-22,04:46,2020,2,Saturday,4,Motor Vehicle Theft,IPC Sec 379,2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.656258,77.182679,No,Under Investigation
DL-2020-004937,2020-02-22 09:58:00,2020-02-22,09:58,2020,2,Saturday,9,Snatching,IPC Sec 356 / 379,3,Rohini,Rohini Sector PS,"General Sector Road, Rohini",Public Park / Open Ground,28.488456,77.062691,Yes,Untraced
DL-2020-032039,2020-02-22 13:01:44,2020-02-22,13:01,2020,2,Saturday,13,Pickpocketing / Theft,IPC Sec 379,1,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.655306,77.216318,No,Untraced
DL-2020-028072,2020-02-22 15:42:31,2020-02-22,15:42,2020,2,Saturday,15,Burglary,IPC Sec 380 / 457,3,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.624564,77.080463,No,Under Investigation
DL-2020-012387,2020-02-22 20:13:21,2020-02-22,20:13,2020,2,Saturday,20,Assault / Hurt,IPC Sec 323 / 325,4,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.685725,77.266103,Yes,Convicted
DL-2020-001775,2020-02-23 02:39:01,2020-02-23,02:39,2020,2,Sunday,2,Motor Vehicle Theft,IPC Sec 379,2,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.630608,77.220595,No,Under Investigation
DL-2020-012261,2020-02-23 02:45:20,2020-02-23,02:45,2020,2,Sunday,2,Motor Vehicle Theft,IPC Sec 379,2,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.628964,77.324566,No,Under Investigation
DL-2020-008825,2020-02-23 09:05:04,2020-02-23,09:05,2020,2,Sunday,9,Snatching,IPC Sec 356 / 379,3,Outer North,Outer North Sector PS,"General Sector Road, Outer North",Roadside / Highway,28.542756,77.193392,No,Chargesheet Filed
DL-2020-023499,2020-02-23 11:15:05,2020-02-23,11:15,2020,2,Sunday,11,Snatching,IPC Sec 356 / 379,3,Shahdara,Shahdara Sector PS,"General Sector Road, Shahdara",Roadside / Highway,28.591633,77.267511,No,Under Investigation
DL-2020-022907,2020-02-23 11:39:20,2020-02-23,11:39,2020,2,Sunday,11,Pickpocketing / Theft,IPC Sec 379,1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.653958,77.23158,No,Under Investigation
