record_id,district,police_station,landmark_premise,premises_type,crime_category,statutory_ipc,date,hour,minute,day_of_week,is_weekend,is_night,is_rush_hour,latitude,longitude,severity_score,risk_index,risk_level,is_high_risk,confirmation_status
DEL-FIR-2025-103812,North-West,Bharat Nagar,Wazirpur Industrial Area,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-25,19,42,Tuesday,0,0,1,28.697626,77.170553,3,0.451,Medium,0,Confirmed
DEL-FIR-2025-103813,,Kashmere Gate,Civil Lines Rajpur Road,Residential Gated Colony,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-10,15,21,Sunday,1,0,0,28.675102,77.222891,4,0.559,Medium,0,Confirmed
DEL-FIR-2025-103814,Outer,Mangolpuri,Peeragarhi Intersection & Metro,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-07-24,22,56,Thursday,0,1,0,28.678048,77.094748,3,0.583,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103815,Dwarka,Dwarka Sector 23,Dwarka Sector 10 District Court & Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-27,19,38,Thursday,0,0,1,28.58251,77.057011,3,0.544,Medium,0,Confirmed
DEL-FIR-2025-103816,East,Preet Vihar,Laxmi Nagar Vikas Marg Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-09-14,16,59,Sunday,1,0,0,28.632794,77.274877,2,0.493,Medium,0,Confirmed
DEL-FIR-2025-103817,Shahdara,Anand Vihar,Shahdara Railway Station Chauraha,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-07-27,22,40,Sunday,1,1,0,28.672289,77.286375,3,0.701,High,1,Pending Investigation
DEL-FIR-2025-103818,Outer-North,Alipur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Motor Vehicle Theft,IPC 379 (BNS 303),2025-04-15,1,33,Tuesday,0,1,0,28.802021,77.043004,3,0.731,High,1,Confirmed
DEL-FIR-2025-103819,South-East,Okhla,Kalkaji Mandir Metro Hub,Transit & Metro Hub,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-01-06,21,51,Monday,0,0,0,28.550935,77.256269,4,0.563,Medium,0,Confirmed
DEL-FIR-2025-103820,North-East,Khajuri Khas,Gokulpuri Tyre Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-26,10,42,Monday,0,0,1,,,3,0.474,Medium,0,Confirmed
DEL-FIR-2025-103821,South-East,Okhla,Okhla Phase 3 Industrial Estate,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-06,17,39,Monday,0,0,1,28.531748,77.279081,3,0.425,Medium,0,Confirmed
DEL-FIR-2025-103822,Rohini,Prashant Vihar,Begumpur Main Chowk,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-02-12,8,15,Wednesday,0,0,1,28.72824,77.078264,4,0.483,Medium,0,Confirmed
DEL-FIR-2025-103823,South-West,Mahipalpur,Vasant Vihar Basant Lok Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-01-22,8,56,Wednesday,0,0,1,28.558491,77.167148,4,0.576,Medium,0,Confirmed
DEL-FIR-2025-103824,Outer-North,Shahbad Daulatpur,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-18,18,40,Saturday,1,0,1,28.74383,77.141698,3,0.579,Medium,0,Confirmed
DEL-FIR-2025-103825,West,Janakpuri,Rajouri Garden Main Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-05,17,7,Saturday,1,0,1,28.652067,77.125522,3,0.608,Medium,0,Confirmed
DEL-FIR-2025-103826,East,Preet Vihar,Laxmi Nagar Vikas Marg Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-15,13,25,Tuesday,0,0,0,,,4,0.583,Medium,0,Confirmed
DEL-FIR-2025-103827,Dwarka,Dwarka Sector 23,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-02,11,16,Thursday,0,0,0,,,3,0.478,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-103828,Dwarka,Dwarka Sector 10,Najafgarh Road Trunk Highway,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-04-03,20,51,Thursday,0,0,1,28.616814,77.029953,4,0.376,Low,0,Confirmed
DEL-FIR-2025-103829,North,Kashmere Gate,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-21,19,22,Monday,0,0,1,28.665787,77.227525,3,0.563,Medium,0,Confirmed
DEL-FIR-2025-103830,South-West,Vasant Kunj,Mahipalpur Highway Hotel Corridor,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-13,3,34,Thursday,0,1,0,28.541481,77.126337,3,0.576,Medium,0,Confirmed
DEL-FIR-2025-103831,Shahdara,Farsh Bazar,Vivek Vihar Block B,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-03-05,9,33,Wednesday,0,0,1,,,3,0.412,Low,0,Confirmed
DEL-FIR-2025-103832,South,Malviya Nagar,Hauz Khas Village Social Hub,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-09-22,1,13,Monday,0,1,0,28.552476,77.19307,3,0.64,Medium,0,Confirmed
DEL-FIR-2025-103833,North-West,Ashok Vihar,Wazirpur Industrial Area,Industrial & Warehouse Estates,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-03-18,17,47,Tuesday,0,0,1,28.697132,77.169107,2,0.374,Low,0,Confirmed
DEL-FIR-2025-103834,East,Preet Vihar,Mayur Vihar Phase 1 Pocket 1,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2025-10-02,4,5,Thursday,0,1,0,28.610762,77.300877,3,0.658,High,1,Confirmed
DEL-FIR-2025-103835,East,Pandav Nagar,Preet Vihar Commercial Complex,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-03-09,10,54,Sunday,1,0,1,28.641388,77.298421,2,0.505,Medium,0,Confirmed
DEL-FIR-2025-103836,Central,Daryaganj,New Delhi Railway Station Gate 2,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-18,22,29,Thursday,0,1,0,28.643952,77.222748,3,0.703,High,1,Confirmed
DEL-FIR-2025-103837,Rohini,South Rohini,Rohini Sector 18 Metro & DDA Market,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-09-20,9,3,Saturday,1,0,1,28.741188,77.130663,2,0.453,Medium,0,Confirmed
DEL-FIR-2025-103838,Shahdara,Gandhi Nagar,Shahdara Railway Station Chauraha,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-07-18,17,29,Friday,0,0,1,28.67392,77.293066,2,0.407,Low,0,Confirmed
DEL-FIR-2025-103839,New Delhi,Tilak Marg,Khan Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2026-01-01,1,56,Thursday,0,1,0,28.603964,77.230938,4,0.718,High,1,Pending Investigation
DEL-FIR-2025-103840,Rohini,Prashant Vihar,Begumpur Main Chowk,Street & Public Roadways,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-01-22,14,18,Wednesday,0,0,0,28.732071,77.071213,4,0.434,Medium,0,Confirmed
DEL-FIR-2025-103841,North-West,Bharat Nagar,Ashok Vihar Deep Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-12-24,10,38,Wednesday,0,0,1,28.685151,77.17245,2,0.439,Medium,0,Confirmed
DEL-FIR-2025-103842,South-West,Mahipalpur,RK Puram Sector 4 Complex,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2025-12-31,16,48,Wednesday,0,0,0,28.569354,77.183839,3,0.445,Medium,0,Confirmed
DEL-FIR-2025-103843,North-West,Shalimar Bagh,Shalimar Bagh Club Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-09-10,20,31,Wednesday,0,0,1,28.711675,77.155736,3,0.435,Medium,0,Confirmed
DEL-FIR-2025-103844,North,Timarpur,Sadar Bazar Wholesale Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-08-18,9,32,Monday,0,0,1,28.65374,77.206859,2,0.471,Medium,0,Confirmed
DEL-FIR-2025-103845,Dwarka,Dwarka South,Dwarka Sector 21 Metro Interchange,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-02-01,1,31,Saturday,1,1,0,28.555005,77.061354,4,0.842,High,1,Confirmed
DEL-FIR-2025-103846,Outer-North,Shahbad Daulatpur,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-12-19,23,36,Friday,0,1,0,28.747168,77.144557,3,0.62,Medium,0,Confirmed
DEL-FIR-2025-103847,South-East,Sarita Vihar,Nehru Place IT & Electronics Complex,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-04,2,21,Monday,0,1,0,28.551473,77.253314,3,0.698,High,1,Confirmed
DEL-FIR-2025-103848,North,Timarpur,Sadar Bazar Wholesale Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-03-28,1,59,Friday,0,1,0,28.655372,77.212593,4,0.744,High,1,Confirmed
DEL-FIR-2025-103849,South-East,Lajpat Nagar,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-03-20,23,58,Thursday,0,1,0,28.548806,77.239082,3,0.605,Medium,0,Confirmed
DEL-FIR-2025-103850,West,Punjabi Bagh,Punjabi Bagh Club Road,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-12-22,11,7,Monday,0,0,0,28.67119,77.12677,4,0.554,Medium,0,Confirmed
DEL-FIR-2025-103851,North-West,Netaji Subhash Place,Netaji Subhash Place Commercial Hub,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-05-04,10,35,Sunday,1,0,1,28.694944,77.152926,3,0.628,Medium,0,Confirmed
DEL-FIR-2025-103852,Dwarka,Dwarka North,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-10-13,3,27,Monday,0,1,0,28.621696,77.061683,2,0.578,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103853,South,Mehrauli,Malviya Nagar Shivalik Colony,Residential Gated Colony,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-09-18,13,26,Thursday,0,0,0,28.531536,77.209685,4,0.438,Medium,0,Confirmed
DEL-FIR-2025-103854,Dwarka,Dwarka Sector 10,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-16,18,5,Thursday,0,0,1,28.619048,77.067643,3,0.556,Medium,0,Confirmed
DEL-FIR-2025-103855,New Delhi,Chanakyapuri,Khan Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-30,19,43,Saturday,1,0,1,28.600281,77.227862,3,0.59,Medium,0,Confirmed
DEL-FIR-2025-103856,Central,Chandni Chowk,New Delhi Railway Station Gate 2,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-01-24,13,24,Friday,0,0,0,28.642939,77.219886,4,0.632,Medium,0,Confirmed
DEL-FIR-2025-103857,South,Mehrauli,Hauz Khas Village Social Hub,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-07,21,32,Tuesday,0,0,0,28.552955,77.193596,3,0.504,Medium,0,Confirmed
DEL-FIR-2025-103858,Central,Daryaganj,Karol Bagh Gaffar Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-02-10,6,38,Monday,0,0,0,28.650597,77.191214,3,0.476,Medium,0,Confirmed
DEL-FIR-2025-103859,South,Hauz Khas,Saket Select Citywalk Environs,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-29,17,39,Monday,0,0,1,28.529693,77.221595,3,0.467,Medium,0,Confirmed
DEL-FIR-2025-103860,South,Greater Kailash,Saket Select Citywalk Environs,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-02,22,11,Thursday,0,1,0,28.528168,77.219674,3,0.631,Medium,0,Confirmed
DEL-FIR-2025-103861,Rohini,Begumpur,Begumpur Main Chowk,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-09-30,2,35,Tuesday,0,1,0,28.730083,77.079296,3,0.619,Medium,0,Confirmed
DEL-FIR-2025-103862,South-East,Okhla,Kalkaji Mandir Metro Hub,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-26,14,27,Saturday,1,0,0,28.547586,77.2558,3,0.587,Medium,0,Confirmed
DEL-FIR-2025-103863,Outer-North,Narela,Narela Food Park & Mandi,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-04-06,14,5,Sunday,1,0,0,28.843064,77.093129,4,0.624,Medium,0,Confirmed
DEL-FIR-2025-103864,West,Janakpuri,Tilak Nagar Metro Station,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-06-07,4,26,Saturday,1,1,0,,,3,0.753,High,1,Confirmed
DEL-FIR-2025-103865,North-West,Model Town,Wazirpur Industrial Area,Industrial & Warehouse Estates,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-08-11,15,38,Monday,0,0,0,28.699735,77.164726,4,0.639,Medium,0,Confirmed
DEL-FIR-2025-103866,North-East,Jafrabad,Gokulpuri Tyre Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-04,15,28,Wednesday,0,0,0,28.701729,77.28074,3,0.41,Low,0,Confirmed
DEL-FIR-2025-103867,South-East,Okhla,Kalkaji Mandir Metro Hub,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-11-09,0,24,Sunday,1,1,0,28.550135,77.255419,3,0.758,High,1,Confirmed
DEL-FIR-2025-103868,Dwarka,Dwarka Sector 23,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-06-09,20,25,Monday,0,0,1,28.620104,77.063225,3,0.462,Medium,0,Confirmed
DEL-FIR-2025-103869,South-East,Nehru Place,Nehru Place IT & Electronics Complex,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-01-06,18,48,Monday,0,0,1,28.549821,77.250408,4,0.545,Medium,0,Pending Investigation
DEL-FIR-2025-103870,North-East,Gokulpuri,Khajuri Khas Flyover Junction,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-12-08,23,26,Monday,0,1,0,28.719327,77.260205,4,0.669,High,1,False Alarm / Dismissed
DEL-FIR-2025-103871,Outer-North,Shahbad Daulatpur,Bawana Industrial Estate Sector 3,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-07,18,15,Sunday,1,0,1,28.796489,77.041395,3,0.534,Medium,0,Confirmed
DEL-FIR-2025-103872,Outer-North,Samaypur Badli,Narela Food Park & Mandi,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-01-27,23,57,Monday,0,1,0,28.844301,77.093806,3,0.663,High,1,Confirmed
DEL-FIR-2025-103873,North-West,Shalimar Bagh,Wazirpur Industrial Area,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-15,22,4,Tuesday,0,1,0,28.699816,77.167371,3,0.701,High,1,Confirmed
DEL-FIR-2025-103874,South-East,Kalkaji,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-06-18,0,50,Wednesday,0,1,0,28.553417,77.230601,3,0.761,High,1,Confirmed
DEL-FIR-2025-103875,North-East,Khajuri Khas,Gokulpuri Tyre Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-10,21,58,Thursday,0,0,0,28.699069,77.279409,4,0.551,Medium,0,Pending Investigation
DEL-FIR-2025-103876,West,Rajouri Garden,Mayapuri Industrial Area Phase 2,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-03-09,17,54,Sunday,1,0,1,28.640017,77.138614,3,0.607,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103877,North-West,Shalimar Bagh,Ashok Vihar Deep Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-08-01,8,13,Friday,0,0,1,28.686971,77.182548,4,0.601,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103878,New Delhi,Mandir Marg,Khan Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-09,11,12,Friday,0,0,0,28.604861,77.227839,3,0.5,Medium,0,Confirmed
DEL-FIR-2025-103879,New Delhi,Chanakyapuri,Khan Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-09,13,28,Friday,0,0,0,28.599125,77.226022,3,0.533,Medium,0,Confirmed
DEL-FIR-2025-103880,South-West,Vasant Kunj,Vasant Kunj Promenade Mall,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-10-20,21,5,Monday,0,0,0,28.543142,77.155902,3,0.578,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-103881,East,Mayur Vihar 1,Laxmi Nagar Vikas Marg Market,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-06-12,23,14,Thursday,0,1,0,28.625462,77.278952,3,0.688,High,1,Pending Investigation
DEL-FIR-2025-103882,New Delhi,Connaught Place,Barakhamba Road ATM Cluster,Bank & ATM Premises,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-04-06,5,53,Sunday,1,1,0,28.633014,77.223773,4,0.755,High,1,Confirmed
DEL-FIR-2025-103883,Outer-North,Alipur,GT Karnal Road Singhu Border Stretch,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-09-08,5,54,Monday,0,1,0,28.880124,77.129212,3,0.55,Medium,0,Confirmed
DEL-FIR-2025-103884,New Delhi,Chanakyapuri,Khan Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-21,17,25,Tuesday,0,0,1,28.601546,77.234833,3,0.396,Low,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103885,Rohini,Rohini Sector 18,Begumpur Main Chowk,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-03-19,20,23,Wednesday,0,0,1,28.72739,77.08142,4,0.55,Medium,0,Confirmed
DEL-FIR-2025-103886,South-East,Sarita Vihar,Okhla Phase 3 Industrial Estate,Industrial & Warehouse Estates,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-07-28,9,37,Monday,0,0,1,28.536125,77.271034,2,0.308,Low,0,Confirmed
DEL-FIR-2025-103887,South-West,RK Puram,Vasant Kunj Promenade Mall,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-08,21,39,Friday,0,0,0,28.540161,77.160816,3,0.471,Medium,0,Confirmed
DEL-FIR-2025-103888,South-East,Kalkaji,Lajpat Nagar Central Market,Commercial & Retail Market,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-06-09,9,2,Monday,0,0,1,,,2,0.465,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103889,North-West,Shalimar Bagh,Ashok Vihar Deep Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-11-01,17,0,Saturday,1,0,1,28.686324,77.174696,3,0.518,Medium,0,Confirmed
DEL-FIR-2025-103890,North,Sadar Bazar,Kashmere Gate ISBT & Metro,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-04-13,3,51,Sunday,1,1,0,28.66499,77.228512,4,0.766,High,1,Pending Investigation
DEL-FIR-2025-103891,North-West,Model Town,Model Town 2 Gujranwala Town,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-08-16,21,8,Saturday,1,0,0,28.71342,77.183754,3,0.475,Medium,0,Confirmed
DEL-FIR-2025-103892,North,Sadar Bazar,Civil Lines Rajpur Road,Residential Gated Colony,Motor Vehicle Theft,IPC 379 (BNS 303),2025-04-24,22,11,Thursday,0,1,0,28.675094,77.220955,3,0.51,Medium,0,Confirmed
DEL-FIR-2025-103893,West,Janakpuri,Punjabi Bagh Club Road,Street & Public Roadways,Motor Vehicle Theft,IPC 379 (BNS 303),2025-08-21,23,16,Thursday,0,1,0,28.665562,77.124478,3,0.551,Medium,0,Confirmed
DEL-FIR-2025-103894,West,Punjabi Bagh,Tilak Nagar Metro Station,Transit & Metro Hub,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-08-31,12,40,Sunday,1,0,0,28.640704,77.096668,2,0.582,Medium,0,Confirmed
DEL-FIR-2025-103895,Shahdara,Anand Vihar,Krishna Nagar Lal Quarter Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-12-17,11,57,Wednesday,0,0,0,28.660092,77.286399,3,0.363,Low,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103896,New Delhi,Tilak Marg,Chanakyapuri Diplomatic Enclave,Residential Gated Colony,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-02-06,17,49,Thursday,0,0,1,28.589258,77.1978,3,0.386,Low,0,False Alarm / Dismissed
DEL-FIR-2025-103897,Rohini,Begumpur,Rohini Sector 18 Metro & DDA Market,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-04-03,6,51,Thursday,0,0,0,28.744525,77.134968,3,0.479,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-103898,North-East,Jafrabad,Bhajanpura Wazirabad Road Intersection,Street & Public Roadways,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-11-19,7,1,Wednesday,0,0,0,28.700061,77.261108,4,0.464,Medium,0,Pending Investigation
DEL-FIR-2025-103899,South-East,Kalkaji,Greater Kailash 1 M-Block Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-08-31,13,21,Sunday,1,0,0,28.549686,77.235501,3,0.53,Medium,0,Pending Investigation
DEL-FIR-2025-103900,Dwarka,Dwarka Sector 23,Uttam Nagar East Metro Chowk,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-17,21,14,Friday,0,0,0,28.621994,77.066034,3,0.419,Low,0,Confirmed
DEL-FIR-2025-103901,East,Kalyanpuri,Mayur Vihar Phase 1 Pocket 1,Residential Gated Colony,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-12-17,20,59,Wednesday,0,0,1,28.615232,77.297397,4,0.532,Medium,0,Confirmed
DEL-FIR-2025-103902,New Delhi,Connaught Place,Rajiv Chowk Metro Interchange,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-02-03,20,57,Monday,0,0,1,28.631283,77.220745,3,0.559,Medium,0,Confirmed
DEL-FIR-2025-103903,Rohini,South Rohini,Rohini Sector 18 Metro & DDA Market,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-07-20,18,18,Sunday,1,0,1,28.740803,77.136004,3,0.605,Medium,0,Confirmed
DEL-FIR-2025-103904,South,Saket,Mehrauli Archaeological Park Perimeter,Parks & Isolated Environs,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-07-08,23,45,Tuesday,0,1,0,28.526282,77.185586,4,0.744,High,1,Confirmed
DEL-FIR-2025-103905,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit & Metro Hub,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-07-27,3,7,Sunday,1,1,0,28.645537,77.316547,4,0.796,High,1,Confirmed
DEL-FIR-2025-103906,North-West,Netaji Subhash Place,Ashok Vihar Deep Market,Commercial & Retail Market,Burglary & House Breaking,IPC 380/457 (BNS 305/331),2025-05-19,4,0,Monday,0,1,0,28.685367,77.180426,4,0.722,High,1,Confirmed
DEL-FIR-2025-103907,North,Maurice Nagar,Sadar Bazar Wholesale Market,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-19,7,55,Saturday,1,0,0,28.652993,77.209282,3,0.537,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103908,Dwarka,Dwarka Sector 10,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Motor Vehicle Theft,IPC 379 (BNS 303),2025-07-14,17,23,Monday,0,0,1,28.595461,77.064836,3,0.529,Medium,0,Confirmed
DEL-FIR-2025-103909,Dwarka,Dwarka North,Dwarka Sector 6 Commercial Pocket,Commercial & Retail Market,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-05-02,20,47,Friday,0,0,1,28.595219,77.065444,3,0.529,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-103910,South,Hauz Khas,Hauz Khas Village Social Hub,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-10-29,23,23,Wednesday,0,1,0,28.551281,77.199768,3,0.699,High,1,Confirmed
DEL-FIR-2025-103911,North-East,Bhajanpura,Jafrabad Main Road,Street & Public Roadways,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-04-19,15,37,Saturday,1,0,0,28.681663,77.267648,3,0.509,Medium,0,False Alarm / Dismissed
DEL-FIR-2025-103912,East,Laxmi Nagar,Akshardham Metro Station Corridor,Transit & Metro Hub,Motor Vehicle Theft,IPC 379 (BNS 303),2025-06-03,8,46,Tuesday,0,0,1,28.617207,77.283557,3,0.441,Medium,0,Confirmed
DEL-FIR-2025-103913,Shahdara,Gandhi Nagar,Krishna Nagar Lal Quarter Market,Commercial & Retail Market,Street Robbery / Mugging,IPC 392/394 (BNS 309),2025-04-14,10,36,Monday,0,0,1,28.65929,77.283961,4,0.577,Medium,0,Unconfirmed / Unverified Tip
DEL-FIR-2025-103914,New Delhi,Mandir Marg,Chanakyapuri Diplomatic Enclave,Residential Gated Colony,Pickpocketing & Luggage Theft,IPC 379 (BNS 303),2025-04-03,10,25,Thursday,0,0,1,28.591086,77.184517,2,0.379,Low,0,Pending Investigation
DEL-FIR-2025-103915,Outer-North,Alipur,Samaypur Badli Metro & Railway Hub,Transit & Metro Hub,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-02-26,5,28,Wednesday,0,1,0,28.747137,77.142782,3,0.501,Medium,0,Confirmed
DEL-FIR-2025-103916,West,Punjabi Bagh,Rajouri Garden Main Market,Commercial & Retail Market,Assault & Public Brawl,IPC 323/341 (BNS 115/126),2025-02-03,21,24,Monday,0,0,0,28.649646,77.119434,3,0.535,Medium,0,Confirmed
DEL-FIR-2025-103917,Outer,Mangolpuri,Mangolpuri Industrial Area Phase 1,Industrial & Warehouse Estates,Snatching (Chain/Mobile),IPC 379/356 (BNS 304),2025-01-02,99,27,Thursday,0,0,1,28.69358,77.084379,3,0.419,Low,0,Confirmed
